country,iso,yearstart,yearend,region,subregion,numberofabortions,abortionrate,perc_p_ending_in_a,spontaneous,datatype,datasource,complete,classification,modelused,marriedonly,notes
Mongolia,496,1996,1996,East and Southeastern Asia,Eastern Asia,15588,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Complete,,Yes,,
Mongolia,496,1996,1996,East and Southeastern Asia,Eastern Asia,15588,,,No,Official Statistics,UNSD,Complete,,,,
Mongolia,496,1997,1997,East and Southeastern Asia,Eastern Asia,12870,,,No,Official Statistics,UNSD,Complete,,,,
Mongolia,496,1997,1997,East and Southeastern Asia,Eastern Asia,12870,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Complete,,Yes,,
Mongolia,496,1998,1998,East and Southeastern Asia,Eastern Asia,9135,,,No,Official Statistics,UNSD,Complete,,,,
Mongolia,496,1998,1998,East and Southeastern Asia,Eastern Asia,9135,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Complete,,Yes,,
Mongolia,496,1999,1999,East and Southeastern Asia,Eastern Asia,9200,,,No,Official Statistics,UNSD,Complete,,,,
Mongolia,496,1999,1999,East and Southeastern Asia,Eastern Asia,10467,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Complete,,Yes,,
Mongolia,496,2000,2000,East and Southeastern Asia,Eastern Asia,11837,,,No,Official Statistics,UNSD,Complete,,,,
Mongolia,496,2000,2000,East and Southeastern Asia,Eastern Asia,11837,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Complete,,Yes,,
Mongolia,496,2001,2001,East and Southeastern Asia,Eastern Asia,12056,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Complete,,Yes,,
Mongolia,496,2001,2001,East and Southeastern Asia,Eastern Asia,12056,,,No,Official Statistics,UNSD,Complete,,,,
Mongolia,496,2002,2002,East and Southeastern Asia,Eastern Asia,9977,,,No,Official Statistics,UNSD,Complete,,,,
Mongolia,496,2002,2002,East and Southeastern Asia,Eastern Asia,9977,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Complete,,Yes,,
Mongolia,496,2003,2003,East and Southeastern Asia,Eastern Asia,10472,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Complete,,Yes,,
Mongolia,496,2003,2003,East and Southeastern Asia,Eastern Asia,10472,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Complete,,,,
Mongolia,496,2003,2003,East and Southeastern Asia,Eastern Asia,10472,,,No,Official Statistics,UNSD,Complete,,,,
Mongolia,496,2004,2004,East and Southeastern Asia,Eastern Asia,8919,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Complete,,Yes,,
Mongolia,496,2004,2004,East and Southeastern Asia,Eastern Asia,8919,,,No,Official Statistics,UNSD,Complete,,,,
Mongolia,496,2005,2005,East and Southeastern Asia,Eastern Asia,9064,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Complete,,Yes,,
Mongolia,496,2005,2005,East and Southeastern Asia,Eastern Asia,9064,,,No,Official Statistics,UNSD,Complete,,,,
Mongolia,496,2006,2006,East and Southeastern Asia,Eastern Asia,12594,,,No,Official Statistics,UNSD,Complete,,,,
Mongolia,496,2006,2006,East and Southeastern Asia,Eastern Asia,12594,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Complete,,Yes,,
Mongolia,496,2007,2007,East and Southeastern Asia,Eastern Asia,15817,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Complete,,Yes,,
Mongolia,496,2007,2007,East and Southeastern Asia,Eastern Asia,15817,,,No,Official Statistics,UNSD,Complete,,,,
Mongolia,496,2008,2008,East and Southeastern Asia,Eastern Asia,10688,,,No,Official Statistics,UNSD,Complete,,,,
Mongolia,496,2008,2008,East and Southeastern Asia,Eastern Asia,10688,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Complete,,Yes,,
Mongolia,496,2009,2009,East and Southeastern Asia,Eastern Asia,12602,,,No,Official Statistics,UNSD,Complete,,,,
Mongolia,496,2009,2009,East and Southeastern Asia,Eastern Asia,12602,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Complete,,Yes,,
Mongolia,496,2010,2010,East and Southeastern Asia,Eastern Asia,12492,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Complete,,Yes,,
Mongolia,496,2010,2010,East and Southeastern Asia,Eastern Asia,12492,,,No,Official Statistics,UNSD,Complete,,,,
Mongolia,496,2011,2011,East and Southeastern Asia,Eastern Asia,17504,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Complete,,Yes,,
Mongolia,496,2011,2011,East and Southeastern Asia,Eastern Asia,17504,,,No,Official Statistics,UNSD,Complete,,,,
Mongolia,496,2012,2012,East and Southeastern Asia,Eastern Asia,18473,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Complete,,Yes,,
Mongolia,496,2012,2012,East and Southeastern Asia,Eastern Asia,18473,,,No,Official Statistics,UNSD,Complete,,,,
Mongolia,496,2012,2012,East and Southeastern Asia,Eastern Asia,18473,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Complete,,,,
Mongolia,496,2013,2013,East and Southeastern Asia,Eastern Asia,15628,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Complete,,,,
Mongolia,496,2013,2013,East and Southeastern Asia,Eastern Asia,15628,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Complete,,Yes,,
Mongolia,496,2013,2013,East and Southeastern Asia,Eastern Asia,15628,,,No,Official Statistics,UNSD,Complete,,,,
Mongolia,496,2014,2014,East and Southeastern Asia,Eastern Asia,18145,,,No,Official Statistics,UNSD,Complete,,,,
Mongolia,496,2014,2014,East and Southeastern Asia,Eastern Asia,18145,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Complete,,Yes,,
Mongolia,496,2015,2015,East and Southeastern Asia,Eastern Asia,18168,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Complete,,Yes,,
Mongolia,496,2015,2015,East and Southeastern Asia,Eastern Asia,18168,,,No,Official Statistics,UNSD,Complete,,,,
Mongolia,496,2016,2016,East and Southeastern Asia,Eastern Asia,18316,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Complete,,Yes,,
Mongolia,496,2016,2016,East and Southeastern Asia,Eastern Asia,18316,,,No,Official Statistics,UNSD,Complete,,,,
Mongolia,496,2017,2017,East and Southeastern Asia,Eastern Asia,17530,,,No,Official Statistics,UNSD,Complete,,,,
Mongolia,496,2017,2017,East and Southeastern Asia,Eastern Asia,17530,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Complete,,Yes,,
Moldova,498,1990,1990,Europe and Northern America,Eastern Europe,81835,,,No,Official Statistics,Henshaw 2001,Incomplete,Acknowledged incomplete,Yes,,
Moldova,498,1991,1991,Europe and Northern America,Eastern Europe,63712,,,No,Official Statistics,Henshaw 2001,Incomplete,Acknowledged incomplete,,,
Moldova,498,1991,1991,Europe and Northern America,Eastern Europe,58802,,,Yes,Official Statistics,UNSD,Incomplete,Acknowledged incomplete,Yes,,
Moldova,498,1992,1992,Europe and Northern America,Eastern Europe,59358,,,No,Official Statistics,Ministry of Health and Social Protection,Incomplete,Acknowledged incomplete,Yes,,
Moldova,498,1993,1993,Europe and Northern America,Eastern Europe,52851,,,No,Official Statistics,Ministry of Health and Social Protection,Incomplete,Acknowledged incomplete,Yes,,
Moldova,498,1994,1994,Europe and Northern America,Eastern Europe,48197,,,No,Official Statistics,Ministry of Health and Social Protection,Incomplete,Acknowledged incomplete,Yes,,
Moldova,498,1995,1995,Europe and Northern America,Eastern Europe,47174,,,No,Official Statistics,Ministry of Health and Social Protection,Incomplete,Acknowledged incomplete,Yes,,
Moldova,498,1995,1995,Europe and Northern America,Eastern Europe,44252,,,Yes,Official Statistics,UNSD,Incomplete,Acknowledged incomplete,,,
Moldova,498,1996,1996,Europe and Northern America,Eastern Europe,46010,,,Yes,Official Statistics,UNSD,Incomplete,Acknowledged incomplete,,,
Moldova,498,1996,1996,Europe and Northern America,Eastern Europe,36578,,,No,Official Statistics,Ministry of Health and Social Protection,Incomplete,Acknowledged incomplete,Yes,,
Moldova,498,1997,1997,Europe and Northern America,Eastern Europe,28595,,,No,Official Statistics,Ministry of Health and Social Protection,Incomplete,Acknowledged incomplete,Yes,,
Moldova,498,1994,1997,Europe and Northern America,Eastern Europe,,43.3,,No,Survey,1997 Moldova RHS,,,Yes,All women,
Moldova,498,1998,1998,Europe and Northern America,Eastern Europe,23438,,,No,Official Statistics,Ministry of Health and Social Protection,Incomplete,Acknowledged incomplete,Yes,,
Moldova,498,1998,1998,Europe and Northern America,Eastern Europe,31293,,,Yes,Official Statistics,UNSD,Incomplete,Acknowledged incomplete,,,
Moldova,498,1999,1999,Europe and Northern America,Eastern Europe,19103,,,No,Official Statistics,Ministry of Health and Social Protection,Incomplete,Acknowledged incomplete,Yes,,
Moldova,498,1999,1999,Europe and Northern America,Eastern Europe,27908,,,Yes,Official Statistics,UNSD,Incomplete,Acknowledged incomplete,,,
Moldova,498,2000,2000,Europe and Northern America,Eastern Europe,20395,,,Yes,Official Statistics,UNSD,Incomplete,Acknowledged incomplete,,,
Moldova,498,2000,2000,Europe and Northern America,Eastern Europe,18313,,,No,Official Statistics,Ministry of Health and Social Protection,Incomplete,Acknowledged incomplete,Yes,,
Moldova,498,2001,2001,Europe and Northern America,Eastern Europe,16028,,,Yes,Official Statistics,UNSD,Incomplete,Acknowledged incomplete,,,
Moldova,498,2001,2001,Europe and Northern America,Eastern Europe,10806,,,No,Official Statistics,Ministry of Health and Social Protection,Incomplete,Acknowledged incomplete,Yes,,Excludes the disputed region of Transnistria 
Moldova,498,2002,2002,Europe and Northern America,Eastern Europe,10471,,,No,Official Statistics,Ministry of Health and Social Protection,Incomplete,Acknowledged incomplete,Yes,,Excludes the disputed region of Transnistria 
Moldova,498,2002,2002,Europe and Northern America,Eastern Europe,15739,,,Yes,Official Statistics,UNSD,Incomplete,Acknowledged incomplete,,,
Moldova,498,2003,2003,Europe and Northern America,Eastern Europe,17551,,,Yes,Official Statistics,UNSD,Incomplete,Acknowledged incomplete,,,
Moldova,498,2003,2003,Europe and Northern America,Eastern Europe,12135,,,No,Official Statistics,Ministry of Health and Social Protection,Incomplete,Acknowledged incomplete,Yes,,Excludes the disputed region of Transnistria 
Moldova,498,2004,2004,Europe and Northern America,Eastern Europe,13413,,,No,Official Statistics,Guttmacher Questionnaire (not publicly available),Incomplete,Acknowledged incomplete,,,
Moldova,498,2004,2004,Europe and Northern America,Eastern Europe,17965,,,Yes,Official Statistics,UNSD,Incomplete,Acknowledged incomplete,,,
Moldova,498,2004,2004,Europe and Northern America,Eastern Europe,12270,,,No,Official Statistics,Ministry of Health and Social Protection,Incomplete,Acknowledged incomplete,Yes,,Excludes the disputed region of Transnistria 
Moldova,498,2005,2005,Europe and Northern America,Eastern Europe,12530,,,No,Official Statistics,Guttmacher Questionnaire (not publicly available),Incomplete,Acknowledged incomplete,,,
Moldova,498,2002,2005,Europe and Northern America,Eastern Europe,,35,,No,Survey,2005 Moldova DHS,,,Yes,All women,
Moldova,498,2005,2005,Europe and Northern America,Eastern Europe,16642,,,Yes,Official Statistics,UNSD,Incomplete,Acknowledged incomplete,,,
Moldova,498,2005,2005,Europe and Northern America,Eastern Europe,16642,,,Yes,Official Statistics,Ministry of Health of the Republic of Moldova,Incomplete,Acknowledged incomplete,Yes,,Excludes the disputed region of Transnistria 
Moldova,498,2006,2006,Europe and Northern America,Eastern Europe,11361,,,No,Official Statistics,Guttmacher Questionnaire (not publicly available),Incomplete,Acknowledged incomplete,,,
Moldova,498,2006,2006,Europe and Northern America,Eastern Europe,15742,,,Yes,Official Statistics,UNSD,Incomplete,Acknowledged incomplete,,,
Moldova,498,2006,2006,Europe and Northern America,Eastern Europe,15742,,,Yes,Official Statistics,Ministry of Health of the Republic of Moldova,Incomplete,Acknowledged incomplete,Yes,,Excludes the disputed region of Transnistria 
Moldova,498,2007,2007,Europe and Northern America,Eastern Europe,15843,,,Yes,Official Statistics,UNSD,Incomplete,Acknowledged incomplete,,,
Moldova,498,2007,2007,Europe and Northern America,Eastern Europe,11788,,,No,Official Statistics,Guttmacher Questionnaire (not publicly available),Incomplete,Acknowledged incomplete,,,
Moldova,498,2007,2007,Europe and Northern America,Eastern Europe,15843,,,Yes,Official Statistics,Ministry of Health of the Republic of Moldova,Incomplete,Acknowledged incomplete,Yes,,Excludes the disputed region of Transnistria 
Moldova,498,2008,2008,Europe and Northern America,Eastern Europe,12261,,,No,Official Statistics,Guttmacher Questionnaire (not publicly available),Incomplete,Acknowledged incomplete,,,
Moldova,498,2008,2008,Europe and Northern America,Eastern Europe,15900,,,Yes,Official Statistics,UNSD,Incomplete,Acknowledged incomplete,,,
Moldova,498,2008,2008,Europe and Northern America,Eastern Europe,12261,,,No,Official Statistics,Guttmacher Questionnaire (not publicly available),Incomplete,Acknowledged incomplete,,,
Moldova,498,2008,2008,Europe and Northern America,Eastern Europe,15900,,,Yes,Official Statistics,Ministry of Health of the Republic of Moldova,Incomplete,Acknowledged incomplete,Yes,,Excludes the disputed region of Transnistria 
Moldova,498,2009,2009,Europe and Northern America,Eastern Europe,14634,,,Yes,Official Statistics,Ministry of Health of the Republic of Moldova,Incomplete,Acknowledged incomplete,Yes,,Excludes the disputed region of Transnistria 
Moldova,498,2009,2009,Europe and Northern America,Eastern Europe,14634,,,Yes,Official Statistics,UNSD,Incomplete,Acknowledged incomplete,,,
Moldova,498,2009,2009,Europe and Northern America,Eastern Europe,11170,,,No,Official Statistics,Guttmacher Questionnaire (not publicly available),Incomplete,Acknowledged incomplete,,,
Moldova,498,2010,2010,Europe and Northern America,Eastern Europe,14785,,,Yes,Official Statistics,Ministry of Health of the Republic of Moldova,Incomplete,Acknowledged incomplete,Yes,,Excludes the disputed region of Transnistria 
Moldova,498,2010,2010,Europe and Northern America,Eastern Europe,11177,,,No,Official Statistics,Guttmacher Questionnaire (not publicly available),Incomplete,Acknowledged incomplete,,,
Moldova,498,2010,2010,Europe and Northern America,Eastern Europe,14785,,,Yes,Official Statistics,UNSD,Incomplete,Acknowledged incomplete,,,
Moldova,498,2011,2011,Europe and Northern America,Eastern Europe,15710,,,Yes,Official Statistics,UNSD,Incomplete,Acknowledged incomplete,,,
Moldova,498,2011,2011,Europe and Northern America,Eastern Europe,11886,,,No,Official Statistics,Guttmacher Questionnaire (not publicly available),Incomplete,Acknowledged incomplete,,,
Moldova,498,2011,2011,Europe and Northern America,Eastern Europe,15710,,,Yes,Official Statistics,Ministry of Health of the Republic of Moldova,Incomplete,Acknowledged incomplete,Yes,,Excludes the disputed region of Transnistria 
Moldova,498,2012,2012,Europe and Northern America,Eastern Europe,14838,,,Yes,Official Statistics,Ministry of Health of the Republic of Moldova,Incomplete,Acknowledged incomplete,Yes,,Excludes the disputed region of Transnistria 
Moldova,498,2012,2012,Europe and Northern America,Eastern Europe,11241,,,No,Official Statistics,Guttmacher Questionnaire (not publicly available),Incomplete,Acknowledged incomplete,,,
Moldova,498,2012,2012,Europe and Northern America,Eastern Europe,11243,,,No,Official Statistics,Guttmacher Questionnaire (not publicly available),Incomplete,Acknowledged incomplete,,,
Moldova,498,2012,2012,Europe and Northern America,Eastern Europe,14838,,,Yes,Official Statistics,UNSD,Incomplete,Acknowledged incomplete,,,
Moldova,498,2013,2013,Europe and Northern America,Eastern Europe,10807,,,No,Official Statistics,Guttmacher Questionnaire (not publicly available),Incomplete,Acknowledged incomplete,,,
Moldova,498,2013,2013,Europe and Northern America,Eastern Europe,10028,,,No,Official Statistics,Biroul Na?ional de Statistica al Republicii Moldova,Incomplete,Acknowledged incomplete,Yes,,Excludes the disputed region of Transnistria 
Moldova,498,2013,2013,Europe and Northern America,Eastern Europe,10810,,,No,Official Statistics,Guttmacher Questionnaire (not publicly available),Incomplete,Acknowledged incomplete,,,
Moldova,498,2014,2014,Europe and Northern America,Eastern Europe,9706,,,No,Official Statistics,Biroul Na?ional de Statistica al Republicii Moldova,Incomplete,Acknowledged incomplete,Yes,,Excludes the disputed region of Transnistria 
Moldova,498,2014,2014,Europe and Northern America,Eastern Europe,10482,,,No,Official Statistics,Guttmacher Questionnaire (not publicly available),Incomplete,Acknowledged incomplete,,,
Moldova,498,2015,2015,Europe and Northern America,Eastern Europe,10045,,,No,Official Statistics,Biroul Na?ional de Statistica al Republicii Moldova,Incomplete,Acknowledged incomplete,Yes,,Excludes the disputed region of Transnistria 
Moldova,498,2015,2015,Europe and Northern America,Eastern Europe,10757,,,No,Official Statistics,Guttmacher Questionnaire (not publicly available),Incomplete,Acknowledged incomplete,,,
Moldova,498,2016,2016,Europe and Northern America,Eastern Europe,9278,,,No,Official Statistics,Biroul Na?ional de Statistica al Republicii Moldova,Incomplete,Acknowledged incomplete,Yes,,Excludes the disputed region of Transnistria 
Moldova,498,2016,2016,Europe and Northern America,Eastern Europe,10134,,,No,Official Statistics,Guttmacher Questionnaire (not publicly available),Incomplete,Acknowledged incomplete,,,
Moldova,498,2017,2017,Europe and Northern America,Eastern Europe,7937,,,No,Official Statistics,Biroul Na?ional de Statistica al Republicii Moldova,Incomplete,Acknowledged incomplete,Yes,,Excludes the disputed region of Transnistria 
Moldova,498,2017,2017,Europe and Northern America,Eastern Europe,8802,,,No,Official Statistics,Guttmacher Questionnaire (not publicly available),Incomplete,Acknowledged incomplete,,,
Montenegro,499,2005,2005,Europe and Northern America,Southern Europe,1952,,,No,Official Statistics,UNSD,Complete,,Yes,,
Montenegro,499,2014,2014,Europe and Northern America,Southern Europe,943,,,No,Official Statistics,UNSD,Complete,,Yes,,
Montenegro,499,2015,2015,Europe and Northern America,Southern Europe,980,,,No,Official Statistics,UNSD,Complete,,Yes,,
Montenegro,499,2016,2016,Europe and Northern America,Southern Europe,763,,,No,Official Statistics,UNSD,Complete,,Yes,,
Nepal,524,2004,2005,Central and Southern Asia,South-central Asia,11280,,,No,Official Statistics,Samandari et al 2012,Incomplete,Outside health sector,Yes,,
Nepal,524,2005,2006,Central and Southern Asia,South-central Asia,47451,,,No,Official Statistics,Samandari et al 2012,Incomplete,Outside health sector,Yes,,
Nepal,524,2006,2007,Central and Southern Asia,South-central Asia,73474,,,No,Official Statistics,Samandari et al 2012,Incomplete,Outside health sector,Yes,,
Nepal,524,2007,2008,Central and Southern Asia,South-central Asia,97378,,,No,Official Statistics,Samandari et al 2012,Incomplete,Outside health sector,Yes,,
Nepal,524,2008,2009,Central and Southern Asia,South-central Asia,83978,,,No,Official Statistics,Samandari et al 2012,Incomplete,Outside health sector,Yes,,
Nepal,524,2009,2010,Central and Southern Asia,South-central Asia,88938,,,No,Official Statistics,Government of Nepal Ministry of Health and Population,Incomplete,Outside health sector,Yes,,
Nepal,524,2010,2011,Central and Southern Asia,South-central Asia,95306,,,No,Official Statistics,Government of Nepal Ministry of Health and Population,Incomplete,Outside health sector,Yes,,
Nepal,524,2011,2012,Central and Southern Asia,South-central Asia,78101,,,No,Official Statistics,Government of Nepal Ministry of Health and Population,Incomplete,Outside health sector,Yes,,
Nepal,524,2012,2013,Central and Southern Asia,South-central Asia,84011,,,No,Official Statistics,Government of Nepal Ministry of Health and Population,Incomplete,Outside health sector,Yes,,
Nepal,524,2013,2014,Central and Southern Asia,South-central Asia,78101,,,No,Official Statistics,Government of Nepal Ministry of Health and Population,Incomplete,Outside health sector,Yes,,
Nepal,524,2014,2014,Central and Southern Asia,South-central Asia,323094,41.7,,No,Study,Puri et al 2016,,,Yes,All women,
Nepal,524,2014,2015,Central and Southern Asia,South-central Asia,78611,,,No,Official Statistics,Government of Nepal Ministry of Health and Population,Incomplete,Outside health sector,Yes,,
Nepal,524,2015,2016,Central and Southern Asia,South-central Asia,89284,,,No,Official Statistics,Government of Nepal Ministry of Health and Population,Incomplete,Outside health sector,Yes,,
Nepal,524,2016,2017,Central and Southern Asia,South-central Asia,96417,,,No,Official Statistics,Government of Nepal Ministry of Health and Population,Incomplete,Acknowledged incomplete,Yes,,
Netherlands,528,1990,1990,Europe and Northern America,Western Europe,18400,,,No,Official Statistics,Henshaw 2001,Complete,,,,
Netherlands,528,1990,1990,Europe and Northern America,Western Europe,18384,,,No,Official Statistics,UNSD,Complete,,Yes,,
Netherlands,528,1991,1991,Europe and Northern America,Western Europe,19600,,,No,Official Statistics,Henshaw 2001,Complete,,,,
Netherlands,528,1991,1991,Europe and Northern America,Western Europe,19568,,,No,Official Statistics,UNSD,Complete,,Yes,,
Netherlands,528,1992,1992,Europe and Northern America,Western Europe,19400,,,No,Official Statistics,Henshaw 2001,Complete,,,,
Netherlands,528,1992,1992,Europe and Northern America,Western Europe,19422,,,No,Official Statistics,UNSD,Complete,,Yes,,
Netherlands,528,1993,1993,Europe and Northern America,Western Europe,19800,,,No,Official Statistics,Henshaw 2001,Complete,,,,
Netherlands,528,1993,1993,Europe and Northern America,Western Europe,19804,,,No,Official Statistics,UNSD,Complete,,Yes,,
Netherlands,528,1994,1994,Europe and Northern America,Western Europe,20811,,,No,Official Statistics,UNSD,Complete,,Yes,,
Netherlands,528,1994,1994,Europe and Northern America,Western Europe,20800,,,No,Official Statistics,Henshaw 2001,Complete,,,,
Netherlands,528,1995,1995,Europe and Northern America,Western Europe,20900,,,No,Official Statistics,Henshaw 2001,Complete,,,,
Netherlands,528,1995,1995,Europe and Northern America,Western Europe,20932,,,No,Official Statistics,UNSD,Complete,,Yes,,
Netherlands,528,1996,1996,Europe and Northern America,Western Europe,22441,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Complete,,Yes,,
Netherlands,528,1996,1996,Europe and Northern America,Western Europe,22400,,,No,Official Statistics,Henshaw 2001,Complete,,,,
Netherlands,528,1996,1996,Europe and Northern America,Western Europe,22441,,,No,Official Statistics,UNSD,Complete,,,,
Netherlands,528,1997,1997,Europe and Northern America,Western Europe,22400,,,No,Official Statistics,Henshaw 2001,Complete,,,,
Netherlands,528,1997,1997,Europe and Northern America,Western Europe,22413,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Complete,,Yes,,
Netherlands,528,1998,1998,Europe and Northern America,Western Europe,24141,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Complete,,Yes,,
Netherlands,528,1998,1998,Europe and Northern America,Western Europe,24141,,,No,Official Statistics,UNSD,Complete,,,,
Netherlands,528,1999,1999,Europe and Northern America,Western Europe,25318,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Complete,,Yes,,
Netherlands,528,2000,2000,Europe and Northern America,Western Europe,27205,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Complete,,,,
Netherlands,528,2000,2000,Europe and Northern America,Western Europe,27214,,,No,Official Statistics,Inspectie Gezondheidszorg en Jeugd,Complete,,Yes,,
Netherlands,528,2001,2001,Europe and Northern America,Western Europe,28437,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Complete,,,,
Netherlands,528,2001,2001,Europe and Northern America,Western Europe,28449,,,No,Official Statistics,Inspectie voor de Gezondheidszorg,Complete,,Yes,,
Netherlands,528,2002,2002,Europe and Northern America,Western Europe,29463,,,No,Official Statistics,Inspectie voor de Gezondheidszorg,Complete,,Yes,,
Netherlands,528,2002,2002,Europe and Northern America,Western Europe,29450,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Complete,,,,
Netherlands,528,2003,2003,Europe and Northern America,Western Europe,28824,,,No,Official Statistics,Inspectie voor de Gezondheidszorg,Complete,,Yes,,
Netherlands,528,2003,2003,Europe and Northern America,Western Europe,28812,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Complete,,,,
Netherlands,528,2004,2004,Europe and Northern America,Western Europe,29114,,,No,Official Statistics,Inspectie voor de Gezondheidszorg,Complete,,Yes,,
Netherlands,528,2004,2004,Europe and Northern America,Western Europe,29094,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Complete,,,,
Netherlands,528,2005,2005,Europe and Northern America,Western Europe,28742,,,No,Official Statistics,Inspectie Gezondheidszorg en Jeugd,Complete,,Yes,,
Netherlands,528,2006,2006,Europe and Northern America,Western Europe,28484,,,No,Official Statistics,Inspectie voor de Gezondheidszorg,Complete,,Yes,,
Netherlands,528,2007,2007,Europe and Northern America,Western Europe,28679,,,No,Official Statistics,Inspectie voor de Gezondheidszorg,Complete,,Yes,,
Netherlands,528,2008,2008,Europe and Northern America,Western Europe,28547,,,No,Official Statistics,Inspectie voor de Gezondheidszorg,Complete,,Yes,,
Netherlands,528,2009,2009,Europe and Northern America,Western Europe,28372,,,No,Official Statistics,Inspectie Gezondheidszorg en Jeugd,Complete,,Yes,,
Netherlands,528,2010,2010,Europe and Northern America,Western Europe,27001,,,No,Official Statistics,Inspectie voor de Gezondheidszorg,Incomplete,Acknowledged incomplete,Yes,,
Netherlands,528,2011,2011,Europe and Northern America,Western Europe,27783,,,No,Official Statistics,Inspectie Gezondheidszorg en Jeugd,Complete,,Yes,,
Netherlands,528,2012,2012,Europe and Northern America,Western Europe,26893,,,No,Official Statistics,Inspectie Gezondheidszorg en Jeugd,Complete,,Yes,,
Netherlands,528,2013,2013,Europe and Northern America,Western Europe,26808,,,No,Official Statistics,Inspectie Gezondheidszorg en Jeugd,Complete,,Yes,,
Netherlands,528,2014,2014,Europe and Northern America,Western Europe,26598,,,No,Official Statistics,Inspectie Gezondheidszorg en Jeugd,Complete,,Yes,,
Netherlands,528,2015,2015,Europe and Northern America,Western Europe,26921,,,No,Official Statistics,Inspectie Gezondheidszorg en Jeugd,Complete,,Yes,,
Netherlands,528,2016,2016,Europe and Northern America,Western Europe,26495,,,No,Official Statistics,Inspectie Gezondheidszorg en Jeugd,Complete,,Yes,,
Netherlands,528,2017,2017,Europe and Northern America,Western Europe,27041,,,No,Official Statistics,Inspectie Gezondheidszorg en Jeugd,Complete,,Yes,,
New Zealand,554,1990,1990,Australia and New Zealand,Australia and New Zealand,11173,,,No,Official Statistics,UNSD,Complete,,,,
New Zealand,554,1990,1990,Australia and New Zealand,Australia and New Zealand,11173,,,No,Official Statistics,Stats New Zealand,Complete,,Yes,,
New Zealand,554,1991,1991,Australia and New Zealand,Australia and New Zealand,11613,,,No,Official Statistics,Stats New Zealand,Complete,,Yes,,
New Zealand,554,1991,1991,Australia and New Zealand,Australia and New Zealand,11613,,,No,Official Statistics,UNSD,Complete,,,,
New Zealand,554,1992,1992,Australia and New Zealand,Australia and New Zealand,11595,,,No,Official Statistics,Stats New Zealand,Complete,,Yes,,
New Zealand,554,1992,1992,Australia and New Zealand,Australia and New Zealand,11595,,,No,Official Statistics,UNSD,Complete,,,,
New Zealand,554,1993,1993,Australia and New Zealand,Australia and New Zealand,11893,,,No,Official Statistics,Stats New Zealand,Complete,,Yes,,
New Zealand,554,1993,1993,Australia and New Zealand,Australia and New Zealand,11893,,,No,Official Statistics,UNSD,Complete,,,,
New Zealand,554,1994,1994,Australia and New Zealand,Australia and New Zealand,12835,,,No,Official Statistics,Stats New Zealand,Complete,,Yes,,
New Zealand,554,1994,1994,Australia and New Zealand,Australia and New Zealand,12835,,,No,Official Statistics,UNSD,Complete,,,,
New Zealand,554,1995,1995,Australia and New Zealand,Australia and New Zealand,13652,,,No,Official Statistics,Stats New Zealand,Complete,,Yes,,
New Zealand,554,1995,1995,Australia and New Zealand,Australia and New Zealand,13652,,,No,Official Statistics,UNSD,Complete,,,,
New Zealand,554,1996,1996,Australia and New Zealand,Australia and New Zealand,14805,,,No,Official Statistics,UNSD,Complete,,,,
New Zealand,554,1996,1996,Australia and New Zealand,Australia and New Zealand,14805,,,No,Official Statistics,Stats New Zealand,Complete,,Yes,,
New Zealand,554,1997,1997,Australia and New Zealand,Australia and New Zealand,15208,,,No,Official Statistics,Stats New Zealand,Complete,,Yes,,
New Zealand,554,1997,1997,Australia and New Zealand,Australia and New Zealand,15208,,,No,Official Statistics,UNSD,Complete,,,,
